Timestamp,Temperature (°C)
2025-02-04T15:06:35.754591+00:00, 22.56
2025-02-04T15:06:37.802191+00:00, 22.56
2025-02-04T15:06:39.748025+00:00, 22.69
2025-02-04T15:06:41.796136+00:00, 23.50
2025-02-04T15:06:43.741459+00:00, 24.63
2025-02-04T15:06:45.790152+00:00, 25.25
2025-02-04T15:06:47.735050+00:00, 26.37
2025-02-04T15:06:49.783930+00:00, 27.19
2025-02-04T15:06:51.831623+00:00, 27.56
2025-02-04T15:06:53.776866+00:00, 27.87
2025-02-04T15:06:55.825338+00:00, 28.06
2025-02-04T15:06:57.770517+00:00, 28.06
2025-02-04T15:06:59.818506+00:00, 28.31
2025-02-04T15:07:01.764258+00:00, 28.56
2025-02-04T15:07:03.812575+00:00, 28.62
2025-02-04T15:07:05.757922+00:00, 28.69
2025-02-04T15:07:07.806252+00:00, 28.69
2025-02-04T15:07:09.751888+00:00, 28.81
2025-02-04T15:07:11.799483+00:00, 28.87
2025-02-04T15:07:13.745169+00:00, 28.75
2025-02-04T15:07:15.793449+00:00, 28.62
2025-02-04T15:07:17.738999+00:00, 28.38
2025-02-04T15:07:19.786940+00:00, 27.75
2025-02-04T15:07:21.720700+00:00, 27.44
2025-02-04T15:07:23.781087+00:00, 27.06
2025-02-04T15:07:25.828592+00:00, 26.75
2025-02-04T15:07:27.774707+00:00, 26.44
2025-02-04T15:07:29.822410+00:00, 26.19
2025-02-04T15:07:31.768486+00:00, 26.00
2025-02-04T15:07:33.815977+00:00, 25.81
2025-02-04T15:07:35.761743+00:00, 25.69
2025-02-04T15:07:37.809632+00:00, 25.56
2025-02-04T15:07:39.755398+00:00, 25.44
2025-02-04T15:07:41.803318+00:00, 25.31
2025-02-04T15:07:43.749484+00:00, 25.25
2025-02-04T15:07:45.797329+00:00, 25.12
2025-02-04T15:07:47.742596+00:00, 25.06
2025-02-04T15:07:55.320439+00:00, 24.94
2025-02-04T15:07:55.432513+00:00, 24.87
2025-02-04T15:07:55.433833+00:00, 24.81
2025-02-04T15:07:55.721395+00:00, 24.81
2025-02-04T15:07:57.778174+00:00, 24.81
2025-02-04T15:07:59.826206+00:00, 24.75
2025-02-04T15:08:01.771876+00:00, 24.69
2025-02-04T15:08:03.820397+00:00, 24.69
2025-02-04T15:08:05.765469+00:00, 24.63
2025-02-04T15:08:07.814000+00:00, 24.56
2025-02-04T15:08:09.759507+00:00, 24.56
2025-02-04T15:08:11.807254+00:00, 24.50
2025-02-04T15:08:13.752940+00:00, 24.50
2025-02-04T15:08:15.801230+00:00, 24.50
2025-02-04T15:08:17.746526+00:00, 24.50
2025-02-04T15:08:19.794475+00:00, 24.50
2025-02-04T15:08:21.740412+00:00, 24.44
2025-02-04T15:08:23.788277+00:00, 24.44
2025-02-04T15:08:25.734224+00:00, 24.44
2025-02-04T15:08:27.781805+00:00, 24.37
2025-02-04T15:08:29.829960+00:00, 24.44
2025-02-04T15:08:31.775698+00:00, 24.44
2025-02-04T15:08:33.823552+00:00, 24.37
2025-02-04T15:08:35.769101+00:00, 24.37
2025-02-04T15:08:37.817231+00:00, 24.37
2025-02-04T15:08:39.763995+00:00, 24.37
2025-02-04T15:08:41.811250+00:00, 24.25
2025-02-04T15:08:43.756906+00:00, 24.25
2025-02-04T15:08:45.804555+00:00, 24.19
2025-02-04T15:08:47.852558+00:00, 24.19
2025-02-04T15:08:49.798173+00:00, 24.12
2025-02-04T15:08:51.743934+00:00, 24.12
2025-02-04T15:08:53.792223+00:00, 24.06
2025-02-04T15:08:55.737556+00:00, 24.06
2025-02-04T15:08:57.785618+00:00, 24.06
2025-02-04T15:08:59.833656+00:00, 24.06
2025-02-04T15:09:01.779339+00:00, 24.00
2025-02-04T15:09:03.827467+00:00, 24.00
2025-02-04T15:09:05.773250+00:00, 24.00
2025-02-04T15:09:07.821003+00:00, 24.00
2025-02-04T15:09:09.766590+00:00, 23.94
2025-02-04T15:09:11.814729+00:00, 24.00
2025-02-04T15:09:13.760401+00:00, 23.94
2025-02-04T15:09:15.808271+00:00, 23.94
2025-02-04T15:09:17.857905+00:00, 23.94
2025-02-04T15:09:19.801982+00:00, 23.94
2025-02-04T15:09:21.748003+00:00, 23.94
2025-02-04T15:09:23.796205+00:00, 23.94
2025-02-04T15:09:25.844069+00:00, 23.87
2025-02-04T15:09:27.789727+00:00, 23.87
2025-02-04T15:09:29.837446+00:00, 23.87
2025-02-04T15:09:31.783024+00:00, 23.87
2025-02-04T15:09:33.831441+00:00, 23.81
2025-02-04T15:09:35.776816+00:00, 23.81
2025-02-04T15:09:37.825274+00:00, 23.81
2025-02-04T15:09:39.770433+00:00, 23.81
2025-02-04T15:09:41.818480+00:00, 23.75
2025-02-04T15:09:43.764380+00:00, 23.75
2025-02-04T15:09:59.534027+00:00, 23.69
2025-02-04T15:09:59.671442+00:00, 23.69
2025-02-04T15:09:59.672649+00:00, 23.69
2025-02-04T15:09:59.672767+00:00, 23.69
2025-02-04T15:09:59.672882+00:00, 23.69
2025-02-04T15:09:59.672963+00:00, 23.62
2025-02-04T15:09:59.673036+00:00, 23.62
2025-02-04T15:09:59.730986+00:00, 23.62
2025-02-04T15:10:01.787290+00:00, 23.62
2025-02-04T15:10:03.835089+00:00, 23.62
2025-02-04T15:10:05.780582+00:00, 23.62
2025-02-04T15:10:07.828562+00:00, 23.56
2025-02-04T15:10:09.774209+00:00, 23.56
2025-02-04T15:10:11.822173+00:00, 23.50
2025-02-04T15:10:13.767944+00:00, 23.50
2025-02-04T15:10:15.815903+00:00, 23.50
2025-02-04T15:10:17.766688+00:00, 23.50
2025-02-04T15:10:19.809924+00:00, 23.50
2025-02-04T15:10:21.755150+00:00, 23.44
2025-02-04T15:10:23.803170+00:00, 23.38
2025-02-04T15:10:25.748944+00:00, 23.38
2025-02-04T15:10:27.796992+00:00, 23.31
2025-02-04T15:10:29.742935+00:00, 23.25
2025-02-04T15:10:31.791324+00:00, 23.25
2025-02-04T15:10:33.736203+00:00, 23.31
2025-02-04T15:10:35.784204+00:00, 23.31
2025-02-04T15:10:37.729930+00:00, 23.31
2025-02-04T15:10:39.778034+00:00, 23.31
2025-02-04T15:10:41.826028+00:00, 23.31
2025-02-04T15:10:43.771598+00:00, 23.31
2025-02-04T15:10:45.819731+00:00, 23.31
2025-02-04T15:10:47.765296+00:00, 23.31
2025-02-04T15:10:49.813383+00:00, 23.31
2025-02-04T15:10:51.759238+00:00, 23.31
2025-02-04T15:10:53.807514+00:00, 23.31
2025-02-04T15:10:55.752627+00:00, 23.31
2025-02-04T15:10:57.800983+00:00, 23.25
2025-02-04T15:10:59.746867+00:00, 23.25
2025-02-04T15:11:01.794548+00:00, 23.25
2025-02-04T15:11:03.740436+00:00, 23.25
2025-02-04T15:11:05.788328+00:00, 23.25
2025-02-04T15:11:07.841364+00:00, 23.25
2025-02-04T15:11:09.781825+00:00, 23.25
2025-02-04T15:11:11.830244+00:00, 23.25
2025-02-04T15:11:13.775375+00:00, 23.25
2025-02-04T15:11:15.823343+00:00, 23.31
2025-02-04T15:11:17.769105+00:00, 23.25
2025-02-04T15:11:19.817090+00:00, 23.25
2025-02-04T15:11:21.763540+00:00, 23.25
2025-02-04T15:11:23.810619+00:00, 23.19
2025-02-04T15:11:25.757065+00:00, 23.12
2025-02-04T15:11:27.804848+00:00, 23.12
2025-02-04T15:11:29.750271+00:00, 23.06
2025-02-04T15:11:31.798581+00:00, 23.00
2025-02-04T15:11:33.743727+00:00, 23.00
2025-02-04T15:11:35.791759+00:00, 23.00
2025-02-04T15:11:37.737514+00:00, 22.94
2025-02-04T15:11:39.785340+00:00, 22.94
2025-02-04T15:11:41.731155+00:00, 22.94
2025-02-04T15:11:43.779234+00:00, 22.94
2025-02-04T15:11:45.827210+00:00, 23.00
2025-02-04T15:11:47.772951+00:00, 23.00
2025-02-04T15:11:49.821375+00:00, 23.00
2025-02-04T15:11:51.766623+00:00, 23.00
2025-02-04T15:11:53.815223+00:00, 23.00
2025-02-04T15:11:55.760207+00:00, 22.94
2025-02-04T15:11:57.808719+00:00, 22.94
2025-02-04T15:11:59.754269+00:00, 22.94
2025-02-04T15:12:01.806900+00:00, 22.94
2025-02-04T15:12:03.747594+00:00, 22.87
2025-02-04T15:12:05.801128+00:00, 22.94
2025-02-04T15:12:07.741223+00:00, 22.94
2025-02-04T15:12:09.789458+00:00, 22.94
2025-02-04T15:12:11.837353+00:00, 22.94
2025-02-04T15:12:13.782896+00:00, 23.00
2025-02-04T15:12:15.831201+00:00, 22.94
2025-02-04T15:12:17.777472+00:00, 22.94
2025-02-04T15:12:19.824693+00:00, 22.94
2025-02-04T15:12:21.770958+00:00, 22.94
2025-02-04T15:12:23.818600+00:00, 22.94
2025-02-04T15:12:25.764616+00:00, 22.94
2025-02-04T15:12:27.812074+00:00, 22.94
2025-02-04T15:12:29.757736+00:00, 22.87
2025-02-04T15:12:31.805733+00:00, 22.94
2025-02-04T15:12:33.751678+00:00, 22.87
2025-02-04T15:12:35.799498+00:00, 22.87
2025-02-04T15:12:37.745425+00:00, 22.87
2025-02-04T15:12:39.793098+00:00, 22.87
2025-02-04T15:12:41.738709+00:00, 22.87
2025-02-04T15:12:43.791693+00:00, 22.87
2025-02-04T15:12:45.732445+00:00, 22.87
2025-02-04T15:12:47.781019+00:00, 22.87
2025-02-04T15:12:49.829066+00:00, 22.81
2025-02-04T15:12:51.774128+00:00, 22.75
2025-02-04T15:12:53.822155+00:00, 22.75
2025-02-04T15:12:55.767877+00:00, 22.75
2025-02-04T15:12:57.821021+00:00, 22.75
2025-02-04T15:12:59.761765+00:00, 22.75
2025-02-04T15:13:01.809564+00:00, 22.75
2025-02-04T15:13:03.755176+00:00, 22.75
2025-02-04T15:13:05.803317+00:00, 22.75
2025-02-04T15:13:07.749203+00:00, 22.75
2025-02-04T15:13:09.801849+00:00, 22.69
2025-02-04T15:13:11.742977+00:00, 22.69
2025-02-04T15:13:13.790655+00:00, 22.62
2025-02-04T15:13:15.839370+00:00, 22.62
2025-02-04T15:13:17.784672+00:00, 22.62
2025-02-04T15:13:19.832588+00:00, 22.62
2025-02-04T15:13:21.778309+00:00, 22.56
2025-02-04T15:13:23.826391+00:00, 22.56
2025-02-04T15:13:25.771690+00:00, 22.50
2025-02-04T15:13:27.820212+00:00, 22.44
2025-02-04T15:13:29.765313+00:00, 22.44
2025-02-04T15:13:31.813715+00:00, 22.44
2025-02-04T15:13:33.758977+00:00, 22.37
2025-02-04T15:13:35.807438+00:00, 22.31
2025-02-04T15:13:37.753166+00:00, 22.31
2025-02-04T15:13:39.805516+00:00, 22.31
2025-02-04T15:13:41.746326+00:00, 22.31
2025-02-04T15:13:43.794662+00:00, 22.31
2025-02-04T15:13:45.739998+00:00, 22.25
2025-02-04T15:13:47.787951+00:00, 22.25
2025-02-04T15:13:49.937526+00:00, 22.25
2025-02-04T15:13:51.786717+00:00, 22.31
2025-02-04T15:13:53.834702+00:00, 22.31
2025-02-04T15:13:55.780738+00:00, 22.31
2025-02-04T15:13:57.823818+00:00, 22.31
2025-02-04T15:13:59.769331+00:00, 22.31
2025-02-04T15:14:01.817035+00:00, 22.31
2025-02-04T15:14:03.762703+00:00, 22.37
2025-02-04T15:14:05.811222+00:00, 22.31
2025-02-04T15:14:07.756437+00:00, 22.37
2025-02-04T15:14:09.804565+00:00, 22.37
2025-02-04T15:14:11.750209+00:00, 22.37
2025-02-04T15:14:13.798596+00:00, 22.37
2025-02-04T15:14:15.743647+00:00, 22.44
2025-02-04T15:14:17.791775+00:00, 22.44
2025-02-04T15:14:19.737420+00:00, 22.44
2025-02-04T15:14:21.786071+00:00, 22.44
2025-02-04T15:14:23.731105+00:00, 22.44
2025-02-04T15:14:25.779385+00:00, 22.44
2025-02-04T15:14:27.827482+00:00, 22.44
2025-02-04T15:14:29.772953+00:00, 22.44
2025-02-04T15:14:31.820916+00:00, 22.44
2025-02-04T15:14:33.766979+00:00, 22.44
2025-02-04T15:14:35.814589+00:00, 22.44
2025-02-04T15:14:37.760506+00:00, 22.44
2025-02-04T15:14:39.808215+00:00, 22.44
2025-02-04T15:14:41.753830+00:00, 22.37
2025-02-04T15:14:43.801883+00:00, 22.25
2025-02-04T15:14:45.747455+00:00, 22.25
2025-02-04T15:14:47.800478+00:00, 22.25
2025-02-04T15:14:49.741592+00:00, 22.25
2025-02-04T15:14:51.789247+00:00, 22.25
2025-02-04T15:14:53.837295+00:00, 22.31
2025-02-04T15:14:55.783301+00:00, 22.31
2025-02-04T15:14:57.831009+00:00, 22.31
2025-02-04T15:14:59.776533+00:00, 22.31
2025-02-04T15:15:01.825106+00:00, 22.31
2025-02-04T15:15:03.770298+00:00, 22.31
2025-02-04T15:15:05.818313+00:00, 22.25
